Active_Growth_Period,Bloom_Period,Coppice_Potential,Duration,Fertility_Requirement,Foliage_Porosity_Summer,Genus,Growth_Form,Growth_Habit,Growth_Rate,Height_Mature_feet,Known_Allelopath,Species,State_and_Province,Vegetative_Spread_Rate,pH_Maximum,pH_Minimum
,,,Perennial,,,Ferocactus,,Shrub,,,,viridescens,USA (CA),,,
,,,Perennial,,,Festuca,,Graminoid,,,,viviparoidea,"USA (AK, MT, WY), CAN (AB, BC, LB, NF, NT, NU, QC, YT), DEN (GL)",,,
,,,Perennial,,,Festuca,,Graminoid,,,,washingtonica,"USA (WA), CAN (BC)",,,
Summer,Late Spring,No,Perennial,Low,Porous,Ferocactus,Single Stem,"Tree, Shrub",Slow,11,No,wislizeni,"USA (AZ, NM, TX)",,8.5,7.0
,,,Perennial,,,Ficus,,"Tree, Shrub",,,,americana,"USA (FL), USA+ (PR)",,,
,,,Perennial,,,Ficus,,"Tree, Shrub, Vine",,,,aurea,USA (FL),,,
,,,Perennial,,,Ficus,,"Tree, Shrub",,,,citrifolia,"USA (, FL), USA+ (PR, VI)",,,
,,,Perennial,,,Fimbristylis,,Graminoid,,,,cymosa,"USA (FL, HI, UM), USA+ (PR, VI)",,,
,,,"Annual, Perennial",,,Fimbristylis,,Graminoid,,,,dichotoma,"USA (AL, FL, GA, HI, LA, MS, NC, SC, TX, UM, VA), USA+ (PR, VI)",,,
,,,Perennial,,,Filipendula,,Forb/herb,,,,rubra,"USA (CT, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, NC, NH, NJ, NY, OH, PA, VA, VT, WI, WV), CAN (NB, NF, NS, ON, QC)",,,
,,,Perennial,,,Flaveria,,"Subshrub, Forb/herb",,,,linearis,USA (FL),,,
,,,Annual,,,Floerkea,,Forb/herb,,,,proserpinacoides,"USA (CA, CO, CT, DE, IA, ID, IL, IN, KY, LA, MA, MD, MI, MN, MO, MT, ND, NJ, NV, NY, OH, OR, PA, TN, UT, VA, VT, WA, WI, WV, WY), CAN (BC, NS, ON, QC)",,,
,,,Perennial,,,Forestiera,,"Tree, Shrub",,,,acuminata,"USA (AL, AR, FL, GA, IL, IN, KS, KY, LA, MO, MS, OK, SC, TN, TX)",,,
,,,Perennial,,,Fothergilla,,Shrub,,,,gardenii,"USA (AL, FL, GA, NC, SC)",,,
,,,Perennial,,,Fothergilla,,Shrub,,,,major,"USA (AL, AR, GA, NC, SC, TN)",,,
,,,Perennial,,,Forestiera,,"Tree, Shrub",,,,segregata,"USA (FL, GA, SC), USA+ (PR, VI)",,,
Spring and Fall,Indeterminate,No,Perennial,Low,Porous,Fouquieria,Multiple Stem,Shrub,Rapid,10,No,splendens,"USA (AZ, CA, NM, NV, TX)",None,8.5,7.0
,,,Perennial,,,Fritillaria,,Forb/herb,,,,affinis,"USA (CA, ID, OR, WA), CAN (BC)",,,
,,,Perennial,,,Fritillaria,,Forb/herb,,,,agrestis,USA (CA),,,
,,,Perennial,,,Franklinia,,"Tree, Shrub",,,,alatamaha,USA (GA),,,
,,,Perennial,,,Frasera,,Forb/herb,,,,albomarginata,"USA (AZ, CA, CO, NM, NV, UT)",,,
,,,Perennial,,,Fraxinus,,Tree,,,,americana,"USA (AL, AR, CO, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (NB, NS, ON, PE, QC)",,,
,,,Perennial,,,Fraxinus,,"Tree, Shrub",,,,anomala,"USA (AZ, CA, CO, NM, NV, UT, WY)",,,
,,,Perennial,,,Fritillaria,,Forb/herb,,,,atropurpurea,"USA (AZ, CA, CO, ID, MT, ND, NE, NM, NV, OR, SD, UT, WY)",,,
,,,Perennial,,,Fritillaria,,Forb/herb,,,,biflora,USA (CA),,,
,,,Perennial,,,Fritillaria,,Forb/herb,,,,brandegeei,USA (CA),,,
,,,Perennial,,,Frangula,,"Tree, Shrub",,,,caroliniana,"USA (AL, AR, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, OH, OK, SC, TN, TX, VA)",,,
,,,Perennial,,,Frasera,,Forb/herb,,,,caroliniensis,"USA (AL, AR, GA, IL, IN, KY, MI, MO, MS, NC, NY, OH, OK, PA, SC, TN, VA), CAN (ON)",,,
,,,Perennial,,,Fraxinus,,"Tree, Shrub",,,,caroliniana,"USA (AL, AR, FL, GA, LA, MS, NC, SC, TX, VA)",,,
,,,Perennial,,,Fritillaria,,Forb/herb,,,,camschatcensis,"USA (AK, OR, WA), CAN (BC, YT)",,,
Spring and Summer,Late Summer,Yes,Perennial,Low,Dense,Fremontodendron,Multiple Stem,"Tree, Shrub",Moderate,10,No,californicum,"USA (AZ, CA, OR)",Moderate,7.5,7.0
,,,Perennial,,,Fragaria,,Forb/herb,,,,chiloensis,"USA (AK, CA, HI, NY, OR, WA), CAN (BC)",,,
,,,Perennial,,,Fraxinus,,"Tree, Shrub",,,,dipetala,"USA (AZ, CA, NV, OR, UT)",,,
,,,Perennial,,,Fritillaria,,Forb/herb,,,,eastwoodiae,USA (CA),,,
,,,Perennial,,,Frasera,,Forb/herb,,,,fastigiata,"USA (CA, ID, OR, WA)",,,
,,,Perennial,,,Fritillaria,,Forb/herb,,,,falcata,USA (CA),,,
,,,Annual,,,Froelichia,,Forb/herb,,,,floridana,"USA (AL, AR, CO, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MN, MO, MS, NC, NE, NJ, NM, NY, OH, OK, SC, SD, TN, TX, VA, WI)",,,
,,,Perennial,,,Fritillaria,,Forb/herb,,,,gentneri,USA (OR),,,
,,,Perennial,,,Fritillaria,,Forb/herb,,,,glauca,"USA (CA, OR)",,,
,,,Perennial,,,Fraxinus,,"Tree, Shrub",,,,greggii,"USA (AZ, NM, TX)",,,
,,,Perennial,,,Fraxinus,,Tree,,,,latifolia,"USA (CA, OR, WA), CAN (BC)",,,
,,,Perennial,,,Fritillaria,,Forb/herb,,,,micrantha,USA (CA),,,
Spring and Summer,Early Spring,No,Perennial,Medium,Dense,Fraxinus,Single Stem,Tree,Slow,65,No,nigra,"USA (CT, DC, DE, IA, IL, IN, KY, MA, MD, ME, MI, MN, ND, NH, NJ, NY, OH, PA, RI, VA, VT, WI, WV), CAN (MB, NB, NF, NS, ON, PE, QC)",None,8.2,4.4
,,,Perennial,,,Fritillaria,,Forb/herb,,,,ojaiensis,USA (CA),,,
Spring and Summer,Late Spring,Yes,Perennial,Medium,Dense,Fraxinus,Single Crown,Tree,Rapid,80,No,pennsylvanica,"USA (AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV, WY), CAN (AB, MB, NB, NS, ON, PE, QC, SK)",None,8.1,4.7
,,,Perennial,,,Fritillaria,,Forb/herb,,,,pinetorum,"USA (CA, NV)",,,
,,,Perennial,,,Fritillaria,,Forb/herb,,,,pluriflora,USA (CA),,,
,,,Perennial,,,Fritillaria,,Forb/herb,,,,pudica,"USA (CA, CO, ID, MT, ND, NM, NV, OR, UT, WA, WY), CAN (AB, BC)",,,
,,,Perennial,,,Fritillaria,,Forb/herb,,,,purdyi,"USA (CA, OR)",,,
,,,Perennial,,,Frangula,,"Tree, Shrub",,,,purshiana,"USA (CA, ID, MT, OR, WA), CAN (BC)",,,
,,,Perennial,,,Fraxinus,,Tree,,,,quadrangulata,"USA (AL, AR, GA, IA, IL, IN, KS, KY, MI, MN, MO, MS, OH, OK, TN, VA, WI, WV), CAN (ON)",,,
,,,Perennial,,,Fritillaria,,Forb/herb,,,,recurva,"USA (CA, NV, OR)",,,
,,,Perennial,,,Frasera,,Forb/herb,,,,speciosa,"USA (AZ, CA, CO, ID, MT, NM, NV, OR, SD, TX, UT, WA, WY)",,,
,,,Perennial,,,Fritillaria,,Forb/herb,,,,striata,USA (CA),,,
,,,Perennial,,,Fragaria,,Forb/herb,,,,vesca,"USA (AZ, CA, CO, CT, DE, HI, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, NT, ON, QC, SK)",,,
,,,Perennial,,,Fraxinus,,Tree,,,,velutina,"USA (AZ, CA, NM, NV, TX, UT)",,,
,,,Perennial,,,Fragaria,,Forb/herb,,,,virginiana,"USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), FRA (SPM)",,,
,,,Perennial,,,Fritillaria,,Forb/herb,,,,viridea,USA (CA),,,
,,,Perennial,,,Funastrum,,"Forb/herb, Vine",,,,clausum,"USA (, FL, TX), USA+ (VI)",,,
,,,Perennial,,,Furcraea,,Tree,,,,selloa,USA (FL),,,
,,,Perennial,,,Gaillardia,,Forb/herb,,,,aestivalis,"USA (AL, AR, FL, GA, IL, KS, LA, MO, MS, NC, OK, SC, TX)",,,
,,,Perennial,,,Galphimia,,"Subshrub, Shrub",,,,angustifolia,USA (TX),,,
,,,Annual,,,Galium,,"Vine, Forb/herb",,,,aparine,"USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, ON, QC, SK), DEN (GL)",,,
Spring,Spring,No,Perennial,Low,Moderate,Gaillardia,Bunch,Forb/herb,Moderate,2.0,No,aristata,"USA (AZ, CA, CO, CT, ID, IL, MA, MI, MN, MT, ND, NH, NM, NY, OR, SD, UT, WA, WI, WY), CAN (AB, BC, MB, NT, ON, QC, SK, YT)",None,7.9,5.5
Spring and Summer,Late Spring,No,Perennial,Low,Dense,Gaylussacia,Multiple Stem,Shrub,Slow,4.0,No,baccata,"USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV), CAN (NB, NF, NS, ON, PE, QC), FRA (SPM)",Slow,6.5,4.5
,,,Perennial,,,Galium,,"Subshrub, Forb/herb",,,,boreale,"USA (AK, AZ, CA, CO, CT, DE, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NS, NT, ON, PE, QC, SK, YT), DEN (GL)",,,
,,,Perennial,,,Gaylussacia,,"Subshrub, Shrub",,,,brachycera,"USA (DE, KY, MD, PA, TN, VA, WV)",,,
,,,Perennial,,,Garrya,,Shrub,,,,buxifolia,"USA (CA, OR)",,,
,,,Perennial,,,Galactia,,Forb/herb,,,,canescens,USA (TX),,,
,,,"Annual, Biennial",,,Gamochaeta,,Forb/herb,,,,coarctata,"USA (AL, AR, CA, FL, GA, LA, MS, NC, SC, TX, VA)",,,
Spring and Summer,Late Spring,No,Perennial,Low,Dense,Gaylussacia,Rhizomatous,"Subshrub, Shrub",Slow,1.4,No,dumosa,"USA (AL, CT, DC, DE, FL, GA, KY, LA, MA, MD, ME, MS, NC, NH, NJ, NY, PA, RI, SC, TN, VA, WV), CAN (NB, NF, NS, PE, QC), FRA (SPM)",Moderate,6.5,4.3
,,,Perennial,,,Garrya,,"Tree, Shrub",,,,elliptica,"USA (CA, OR)",,,
,,,Perennial,,,Garrya,,"Tree, Shrub",,,,flavescens,"USA (AZ, CA, NM, NV, UT)",,,
,,,Perennial,,,Garrya,,"Tree, Shrub",,,,fremontii,"USA (CA, OR, WA)",,,
,,,Perennial,,,Gaylussacia,,Shrub,,,,frondosa,"USA (AL, CT, DC, DE, GA, KY, MA, MD, MS, NC, NH, NJ, NY, PA, RI, SC, TN, VA, WV)",,,
,,,Perennial,,,Garberia,,Shrub,,,,heterophylla,USA (FL),,,
Spring and Summer,Mid Spring,No,Perennial,Medium,Dense,Gaultheria,Stoloniferous,"Subshrub, Shrub",Slow,0.5,No,hispidula,"USA (CT, ID, MA, MD, ME, MI, MN, NH, NJ, NY, OH, PA, RI, VT, WA, WI, WV), CAN (AB, BC, LB, MB, NB, NF, NS, NU, ON, PE, QC, SK), FRA (SPM)",Moderate,6.5,4.0
,,,Perennial,,,Gaultheria,,"Subshrub, Shrub",,,,humifusa,"USA (CA, CO, ID, MT, NM, OR, UT, WA, WY), CAN (AB, BC)",,,
,,,Perennial,,,Gaga,,Forb/herb,,,,kaulfussii,USA (TX),,,
,,,Perennial,,,Gaillardia,,"Subshrub, Forb/herb",,,,multiceps,"USA (AZ, NM, TX)",,,
,,,Perennial,,,Galium,,"Subshrub, Forb/herb",,,,multiflorum,"USA (CA, NV), CAN (BC)",,,
,,,Perennial,,,Garrya,,"Tree, Shrub",,,,ovata,"USA (NM, TX)",,,
,,,Perennial,,,Gaultheria,,"Subshrub, Shrub",,,,ovatifolia,"USA (CA, ID, MT, OR, WA), CAN (BC)",,,
,,,Perennial,,,Galactia,,"Vine, Forb/herb",,,,parvifolia,USA (FL),,,
,,,Perennial,,,Gaillardia,,"Subshrub, Forb/herb",,,,pinnatifida,"USA (AZ, CO, KS, NM, NV, OK, TX, UT)",,,
"Spring, Summer, Fall",Spring,No,Perennial,Low,Dense,Gaultheria,Stoloniferous,"Subshrub, Shrub",Slow,0.5,No,procumbens,"USA (AL, CT, DC, DE, GA, IL, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV), CAN (MB, NB, NF, NS, ON, PE, QC), FRA (SPM)",Moderate,6.5,4.0
"Spring, Summer, Fall",Indeterminate,No,"Annual, Biennial, Perennial",Medium,Dense,Gaillardia,Single Crown,"Subshrub, Forb/herb",Rapid,2.0,No,pulchella,"USA (AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KS, LA, MA, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NM, NV, NY, OH, OK, PA, SC, SD, TN, TX, VA, VT, WI), CAN (MB, ON, QC)",None,8.5,7.0
,,,"Annual, Biennial",,,Gamochaeta,,Forb/herb,,,,purpurea,"USA (AL, AR, AZ, CA, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, MT, NC, NJ, NM, NY, OH, OK, PA, RI, SC, TN, TX, UM, VA, WI, WV), CAN (ON)",,,
,,,Perennial,,,Galactia,,"Forb/herb, Vine",,,,regularis,"USA (AL, AR, DC, DE, FL, GA, IL, KS, KY, LA, MD, MO, MS, NC, NJ, OK, PA, SC, TN, TX, VA)",,,
"Spring, Summer, Fall",Mid Spring,Yes,Perennial,Medium,Moderate,Gaultheria,Rhizomatous,"Subshrub, Shrub",Rapid,6.0,No,shallon,"USA (AK, CA, OR, WA), CAN (BC)",Rapid,7.0,5.5
,,,Perennial,,,Galactia,,"Vine, Forb/herb",,,,smallii,USA (FL),,,
,,,Perennial,,,Galearis,,Forb/herb,,,,spectabilis,"USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV), CAN (NB, ON, QC)",,,
,,,Perennial,,,Galactia,,"Vine, Forb/herb",,,,striata,"USA (, FL, TX), USA+ (PR, VI)",,,
,,,Perennial,,,Gaillardia,,Forb/herb,,,,suavis,"USA (KS, OK, TX)",,,
,,,Perennial,,,Galium,,Forb/herb,,,,tinctorium,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (LB, NB, NF, NS, ON, PE, QC), FRA (SPM)",,,
,,,Perennial,,,Galium,,"Forb/herb, Vine",,,,triflorum,"USA (AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN (GL), FRA (SPM)",,,
,,,Perennial,,,Gaylussacia,,Shrub,,,,ursina,"USA (GA, NC, SC, TN)",,,
,,,Perennial,,,Galax,,"Subshrub, Shrub, Forb/herb",,,,urceolata,"USA (AL, CT, GA, KY, MA, NC, NY, OH, SC, TN, VA, WV)",,,
,,,Perennial,,,Garrya,,"Tree, Shrub",,,,veatchii,USA (CA),,,
,,,Perennial,,,Galactia,,"Vine, Forb/herb",,,,volubilis,"USA (AL, AR, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)",,,
"Spring, Summer, Fall",Late Spring,Yes,Perennial,Low,Dense,Garrya,Multiple Stem,"Shrub, Tree",Moderate,6.0,No,wrightii,"USA (AZ, NM, TX)",None,8.8,6.5
,,,Perennial,,,Gentiana,,Forb/herb,,,,affinis,"USA (AZ, CA, CO, ID, MN, MT, ND, NM, NV, OR, SD, TX, UT, WA, WY), CAN (AB, BC, MB, NT, SK)",,,
,,,Perennial,,,Gentiana,,Forb/herb,,,,algida,"USA (AK, CO, MT, NM, UT, WY), CAN (YT)",,,
,,,Perennial,,,Geum,,Forb/herb,,,,aleppicum,"USA (AK, AZ, CA, CO, CT, GA, IA, ID, IL, IN, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NS, NT, ON, PE, QC, SK, YT)",,,
,,,Perennial,,,Gentiana,,Forb/herb,,,,alba,"USA (AR, IA, IL, IN, KS, KY, MD, MI, MN, MO, NC, NE, OH, OK, PA, WI, WV), CAN (MB, ON)",,,
,,,Perennial,,,Gentiana,,Forb/herb,,,,andrewsii,"USA (CO, CT, DE, IA, IL, IN, KY, MA, MD, MI, MN, MO, ND, NE, NH, NJ, NY, OH, PA, RI, SD, VA, VT, WI, WV), CAN (MB, ON, QC, SK)",,,
,,,Perennial,,,Gentiana,,Forb/herb,,,,austromontana,"USA (NC, TN, VA, WV)",,,
,,,Perennial,,,Gentiana,,Forb/herb,,,,autumnalis,"USA (DE, GA, MD, NC, NJ, SC, VA)",,,
,,,"Annual, Biennial",,,Geranium,,Forb/herb,,,,bicknellii,"USA (AK, CA, CO, CT, IA, ID, IL, IN, MA, ME, MI, MN, MO, MT, ND, NH, NJ, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, NB, NF, NS, NT, ON, QC, SK, YT)",,,
Spring and Summer,Mid Spring,No,Perennial,Medium,Porous,Gentiana,Multiple Stem,Forb/herb,Rapid,0.6,No,calycosa,"USA (CA, ID, MT, NV, OR, UT, WA, WY), CAN (AB, BC)",None,7.5,5.6
,,,Perennial,,,Gentiana,,Forb/herb,,,,catesbaei,"USA (AL, DE, FL, GA, MD, NC, NJ, PA, SC, VA)",,,
,,,Annual,,,Geraea,,Forb/herb,,,,canescens,"USA (AZ, CA, NV, UT)",,,
,,,Perennial,,,Geranium,,"Subshrub, Forb/herb",,,,caespitosum,"USA (AZ, CO, NM, NV, TX, UT, WY)",,,
,,,Perennial,,,Geranium,,Forb/herb,,,,californicum,USA (CA),,,
,,,"Annual, Biennial",,,Geranium,,Forb/herb,,,,carolinianum,"USA (AL, AR, AZ, CA, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (AB, BC, MB, ON, QC, SK)",,,
,,,Perennial,,,Geum,,Forb/herb,,,,canadense,"USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY), CAN (NB, NS, ON, PE, QC)",,,
"Spring, Summer, Fall",Late Summer,No,Perennial,High,Porous,Gentiana,Bunch,Forb/herb,Rapid,1.5,No,clausa,"USA (CT, DC, MA, MD, ME, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WV), CAN (QC)",None,7.2,5.8
,,,Perennial,,,Gentiana,,Forb/herb,,,,decora,"USA (GA, KY, NC, SC, TN, VA, WV)",,,
,,,Perennial,,,Gentiana,,Forb/herb,,,,douglasiana,"USA (AK, WA), CAN (BC)",,,
,,,"Annual, Biennial",,,Gentiana,,Forb/herb,,,,fremontii,"USA (AZ, CA, CO, MT, NM, NV, UT, WY), CAN (AB, SK)",,,
,,,Perennial,,,Geum,,Forb/herb,,,,geniculatum,"USA (NC, TN)",,,
,,,Perennial,,,Gentiana,,Forb/herb,,,,glauca,"USA (AK, MT, WA), CAN (AB, BC, NT, YT)",,,
,,,Perennial,,,Geum,,Forb/herb,,,,laciniatum,"USA (AL, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, NC, NE, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV), CAN (NB, NS, ON, PE, QC)",,,
,,,Perennial,,,Geranium,,Forb/herb,,,,lentum,"USA (AZ, NM, TX)",,,
,,,Perennial,,,Geocaulon,,Forb/herb,,,,lividum,"USA (AK, ID, ME, MI, MN, MT, NH, NY, VT, WA, WI), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, QC, SK, YT), FRA (SPM)",,,
,,,Perennial,,,Gentiana,,Forb/herb,,,,linearis,"USA (MA, MD, ME, MI, NH, NJ, NY, PA, TN, VA, VT, WV), CAN (LB, MB, NB, ON, QC)",,,
,,,Perennial,,,Geranium,,Forb/herb,,,,maculatum,"USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, VA, VT, WI, WV), CAN (MB, ON, QC)",,,
,,,Perennial,,,Geum,,Forb/herb,,,,macrophyllum,"USA (AK, AZ, CA, CO, ID, ME, MI, MN, MT, ND, NH, NJ, NM, NV, NY, OR, SD, UT, VT, WA, WI, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA (SPM)",,,
,,,Perennial,,,Gentiana,,Forb/herb,,,,newberryi,"USA (CA, NV, OR)",,,
Spring and Summer,Mid Spring,No,Perennial,Low,Porous,Geranium,Single Stem,Forb/herb,Rapid,3.0,No,oreganum,"USA (CA, MT, OR, WA), CAN (AB)",None,8.0,7.0
,,,Perennial,,,Gentiana,,Forb/herb,,,,parryi,"USA (CO, NM, UT, WY)",,,
,,,Perennial,,,Geum,,Forb/herb,,,,peckii,"USA (NH), CAN (NS)",,,
,,,"Annual, Biennial, Perennial",,,Gentiana,,Forb/herb,,,,prostrata,"USA (AK, CA, CO, ID, MT, NM, NV, OR, UT, WY), CAN (AB, BC, NT, YT)",,,
,,,Perennial,,,Gentiana,,Forb/herb,,,,puberulenta,"USA (AR, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, ND, NE, NY, OH, OK, SD, TN, WI, WV), CAN (MB, ON, SK)",,,
,,,Perennial,,,Geum,,Forb/herb,,,,radiatum,"USA (NC, TN)",,,
,,,Perennial,,,Gelsemium,,Vine,,,,rankinii,"USA (AL, FL, GA, LA, MS, NC, SC)",,,
Spring and Summer,Mid Spring,No,Perennial,High,Moderate,Geranium,Rhizomatous,Forb/herb,Moderate,3.0,No,richardsonii,"USA (AZ, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, NT, SK, YT)",None,7.6,6.1
,,,Perennial,,,Geum,,Forb/herb,,,,rivale,"USA (CO, CT, IL, IN, MA, MD, ME, MI, MN, MT, ND, NH, NJ, NM, NY, OH, PA, RI, SD, VT, WA, WI, WV, WY), CAN (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK), DEN (GL), FRA (SPM)",,,
,,,Perennial,,,Geum,,Forb/herb,,,,rossii,"USA (AK, AZ, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC, NT, NU, YT), DEN (GL)",,,
,,,"Annual, Biennial",,,Geranium,,Forb/herb,,,,robertianum,"USA (AK, CA, CT, DE, IL, IN, MA, MD, ME, MI, MN, MO, MT, NH, NJ, NY, OH, OR, PA, RI, TN, VA, VT, WA, WI, WV), CAN (BC, MB, NB, NF, NS, ON, PE, QC), FRA (SPM)",,,
,,,Perennial,,,Gentiana,,Forb/herb,,,,rubricaulis,"USA (ME, MI, MN, WI), CAN (MB, NB, ON)",,,
,,,Perennial,,,Gentiana,,Forb/herb,,,,saponaria,"USA (AL, AR, DC, DE, FL, GA, IL, IN, KY, LA, MD, MI, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)",,,
,,,Perennial,,,Gentiana,,Forb/herb,,,,sceptrum,"USA (CA, OR, WA), CAN (BC)",,,
,,,Perennial,,,Gelsemium,,"Vine, Shrub",,,,sempervirens,"USA (AL, AR, FL, GA, LA, MS, NC, SC, TN, TX, VA)",,,
,,,Annual,,,Geranium,,Forb/herb,,,,texanum,"USA (AR, CA, LA, OK, TX)",,,
,,,Annual,,,Gentianopsis,,Forb/herb,,,,thermalis,"USA (CO, ID, MT, NM, NV, UT, WY)",,,
Spring and Summer,Late Summer,No,Perennial,Medium,Moderate,Geum,Rhizomatous,Forb/herb,Moderate,1.5,No,triflorum,"USA (AZ, CA, CO, IA, ID, IL, MI, MN, MT, ND, NM, NV, NY, OR, SD, UT, WA, WI, WY), CAN (AB, BC, MB, NT, ON, SK, YT)",None,7.5,6.0
,,,Perennial,,,Geum,,Forb/herb,,,,vernum,"USA (AR, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, TN, TX, VA, VT, WI, WV), CAN (ON)",,,
Spring and Summer,Mid Spring,No,"Annual, Perennial",Low,Porous,Geranium,Single Stem,Forb/herb,Rapid,3.0,No,viscosissimum,"USA (CA, CO, ID, MT, NE, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, SK)",None,8.0,7.0
,,,Perennial,,,Geum,,Forb/herb,,,,virginianum,"USA (AL, AR, CT, DC, DE, GA, IL, IN, KY, MA, MD, MI, MN, MO, NC, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV), CAN (ON)",,,
,,,Perennial,,,Gentiana,,Forb/herb,,,,villosa,"USA (AL, DC, DE, FL, GA, IN, KY, LA, MD, MS, NC, NJ, OH, PA, SC, TN, VA, WV)",,,
,,,Perennial,,,Geranium,,Forb/herb,,,,wislizeni,"USA (AZ, NM, TX)",,,
